[17:26:24] IP:124.20.22.79 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:45] IP:99.112.246.181 | HIGH | SQL_Injection
[17:28:44] IP:89.135.125.219 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:45] IP:147.64.135.15 | HIGH | XSS_Attack
[17:28:45] IP:70.244.202.235 | MEDIUM | Brute_Force_Pattern
[17:28:45] IP:42.162.127.156 | HIGH | SQL_Injection
[17:28:45] IP:172.224.191.29 | HIGH | SQL_Injection
[17:28:45] IP:109.81.183.19 | CRITICAL | Command_Injection
[17:28:45] IP:157.94.96.140 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:45] IP:161.31.84.130 | CRITICAL | Command_Injection
[17:28:45] IP:99.212.247.26 | CRITICAL | Command_Injection
[17:28:45] IP:200.221.111.159 | MEDIUM | Brute_Force_Pattern
[17:28:45] IP:151.102.218.33 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:45] IP:34.168.179.44 | MEDIUM | Brute_Force_Pattern
[17:28:45] IP:97.155.53.123 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:45] IP:203.1.132.197 | HIGH | XSS_Attack
[17:28:45] IP:170.168.233.248 | HIGH | SQL_Injection
[17:28:45] IP:207.84.43.80 | HIGH | XSS_Attack
[17:28:45] IP:12.219.101.159 | HIGH | XSS_Attack
[17:28:46] IP:219.118.242.89 | HIGH | SQL_Injection
[17:28:45] IP:115.232.178.222 | MEDIUM | Brute_Force_Pattern
[17:28:45] IP:148.46.44.55 | HIGH | XSS_Attack
[17:28:45] IP:140.134.66.116 | CRITICAL | Command_Injection
[17:28:45] IP:168.35.1.250 | HIGH | XSS_Attack
[17:28:46] IP:23.27.111.210 | HIGH | SQL_Injection
[17:28:46] IP:59.30.108.102 | CRITICAL | Command_Injection
[17:28:46] IP:169.71.185.93 | CRITICAL | Command_Injection
[17:28:46] IP:47.138.186.232 | CRITICAL | Command_Injection
[17:28:46] IP:114.102.13.85 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:47] IP:46.151.10.3 | MEDIUM | Brute_Force_Pattern
[17:28:46] IP:81.24.152.114 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:46] IP:61.27.170.189 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:46] IP:161.141.107.143 | CRITICAL | Log4Shell
[17:28:46] IP:177.46.191.189 | HIGH | XSS_Attack
[17:28:47] IP:128.74.80.63 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:47] IP:162.179.213.163 | CRITICAL | Log4Shell
[17:28:47] IP:81.231.110.60 | CRITICAL | Command_Injection
[17:28:47] IP:107.75.53.33 | CRITICAL | Command_Injection
[17:28:47] IP:69.241.159.42 | CRITICAL | Command_Injection
[17:28:47] IP:186.170.118.46 | HIGH | SQL_Injection
[17:28:47] IP:165.106.81.61 | CRITICAL | Command_Injection
[17:28:47] IP:129.136.77.134 | CRITICAL | Command_Injection
[17:28:47] IP:196.212.81.239 | HIGH | SQL_Injection
[17:28:47] IP:220.244.144.75 | MEDIUM | Brute_Force_Pattern
[17:28:47] IP:111.113.232.221 | MEDIUM | Brute_Force_Pattern
[17:28:47] IP:56.199.28.59 | HIGH | XSS_Attack
[17:28:47] IP:126.136.54.190 | HIGH | SQL_Injection
[17:28:47] IP:97.98.185.192 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:47] IP:64.34.191.2 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:47] IP:209.98.196.43 | HIGH | SQL_Injection
[17:28:47] IP:27.86.230.14 | CRITICAL | Command_Injection
[17:28:47] IP:177.35.117.206 | HIGH | SQL_Injection
[17:28:48] IP:203.213.177.164 | HIGH | XSS_Attack
[17:28:47] IP:146.73.64.112 | HIGH | SQL_Injection
[17:28:48] IP:130.184.66.114 | HIGH | XSS_Attack
[17:28:48] IP:72.104.204.3 | CRITICAL | Command_Injection
[17:28:48] IP:212.22.123.88 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:48] IP:146.143.173.61 | HIGH | SQL_Injection
[17:28:48] IP:102.136.97.230 | HIGH | SQL_Injection
[17:28:48] IP:206.153.12.140 | HIGH | SQL_Injection
[17:28:48] IP:115.113.213.148 | CRITICAL | Command_Injection
[17:28:48] IP:214.73.159.124 | HIGH | SQL_Injection
[17:28:49] IP:162.176.96.32 | CRITICAL | Command_Injection
[17:28:49] IP:57.141.248.250 | CRITICAL | Command_Injection
[17:28:48] IP:144.138.246.102 | MEDIUM | Brute_Force_Pattern
[17:28:49] IP:207.91.177.216 | HIGH | SQL_Injection
[17:28:49] IP:151.182.234.38 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:49] IP:101.176.141.14 | CRITICAL | Command_Injection
[17:28:49] IP:103.62.23.17 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:49] IP:182.240.92.238 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:49] IP:131.31.9.160 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:49] IP:128.68.96.151 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:49] IP:181.188.201.213 | CRITICAL | Log4Shell
[17:28:49] IP:190.159.107.75 | HIGH | SQL_Injection
[17:28:50] IP:220.194.215.124 | MEDIUM | Brute_Force_Pattern
[17:28:49] IP:45.65.123.101 | CRITICAL | Command_Injection
[17:28:49] IP:107.186.19.239 | HIGH | SQL_Injection
[17:28:49] IP:108.179.30.58 | HIGH | SQL_Injection
[17:28:49] IP:218.161.248.201 | CRITICAL | Command_Injection
[17:28:50] IP:167.17.226.85 | CRITICAL | Log4Shell
[17:28:50] IP:92.168.116.58 | MEDIUM | Brute_Force_Pattern
[17:28:50] IP:12.1.178.71 | HIGH | SQL_Injection
[17:28:50] IP:142.179.173.206 | HIGH | SQL_Injection
[17:28:50] IP:179.70.176.192 | HIGH | SQL_Injection
[17:28:50] IP:72.94.85.11 | MEDIUM | Brute_Force_Pattern
[17:28:50] IP:217.142.175.198 | CRITICAL | Log4Shell
[17:28:51] IP:107.25.200.59 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:50] IP:198.30.107.76 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:51] IP:37.225.132.234 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:50] IP:116.21.8.185 | CRITICAL | Log4Shell
[17:28:50] IP:69.49.250.16 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:50] IP:108.173.157.50 | HIGH | SQL_Injection
[17:28:51] IP:157.104.183.61 | CRITICAL | Log4Shell
[17:28:50] IP:123.213.44.186 | HIGH | XSS_Attack
[17:28:50] IP:107.149.162.117 | CRITICAL | Command_Injection
[17:28:50] IP:148.58.118.134 | HIGH | XSS_Attack
[17:28:51] IP:173.153.73.19 | CRITICAL | Log4Shell
[17:28:51] IP:64.48.133.83 | HIGH | XSS_Attack
[17:28:51] IP:50.188.238.218 | HIGH | SQL_Injection
[17:28:52] IP:50.172.92.208 | MEDIUM | Brute_Force_Pattern
[17:28:51] IP:65.162.71.113 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:51] IP:133.46.45.177 | HIGH | XSS_Attack
[17:28:51] IP:189.209.53.201 | CRITICAL | Command_Injection
[17:28:51] IP:209.22.45.244 | CRITICAL | Command_Injection
[17:28:51] IP:196.82.15.220 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:51] IP:166.99.123.247 | HIGH | SQL_Injection
[17:28:51] IP:206.133.114.111 | CRITICAL | Log4Shell
[17:28:51] IP:119.247.21.178 | HIGH | SQL_Injection
[17:28:51] IP:114.130.80.105 | CRITICAL | Command_Injection
[17:28:51] IP:30.61.173.115 | CRITICAL | Log4Shell
[17:28:52] IP:33.69.7.96 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:52] IP:169.61.123.79 | HIGH | SQL_Injection
[17:28:52] IP:187.78.10.123 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:52] IP:87.214.50.250 | CRITICAL | Command_Injection
[17:28:52] IP:175.115.199.22 | CRITICAL | Log4Shell
[17:28:52] IP:28.95.115.107 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:52] IP:63.90.132.72 | HIGH | SQL_Injection
[17:28:52] IP:93.130.192.34 | HIGH | XSS_Attack
[17:28:52] IP:195.178.232.98 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:54] IP:220.177.204.184 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:52] IP:97.69.242.95 | CRITICAL | Command_Injection
[17:28:52] IP:129.177.114.72 | MEDIUM | Brute_Force_Pattern
[17:28:53] IP:198.68.163.120 | HIGH | XSS_Attack
[17:28:53] IP:47.238.56.202 | HIGH | XSS_Attack
[17:28:53] IP:213.58.170.183 | CRITICAL | Command_Injection
[17:28:53] IP:191.102.15.164 | HIGH | XSS_Attack
[17:28:54] IP:208.33.53.223 | HIGH | SQL_Injection
[17:28:53] IP:191.191.247.78 | MEDIUM | Brute_Force_Pattern
[17:28:53] IP:205.113.139.214 | HIGH | XSS_Attack
[17:28:53] IP:171.147.73.183 | HIGH | XSS_Attack
[17:28:53] IP:62.57.170.248 | CRITICAL | Command_Injection
[17:28:53] IP:82.51.56.112 | CRITICAL | Command_Injection
[17:28:53] IP:196.61.44.124 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:53] IP:136.85.123.103 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:53] IP:139.155.35.141 | CRITICAL | Command_Injection
[17:28:53] IP:43.128.227.243 | HIGH | SQL_Injection
[17:28:53] IP:109.67.204.113 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:54] IP:125.118.19.236 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:54] IP:17.221.77.122 | MEDIUM | Brute_Force_Pattern
[17:28:53] IP:37.133.120.34 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:54] IP:125.38.149.47 | HIGH | SQL_Injection
[17:28:53] IP:52.31.73.238 | HIGH | SQL_Injection
[17:28:54] IP:213.90.10.202 | CRITICAL | Command_Injection
[17:28:54] IP:29.55.153.171 | HIGH | SQL_Injection
[17:28:54] IP:40.139.16.129 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:54] IP:54.16.36.43 | MEDIUM | Brute_Force_Pattern
[17:28:54] IP:201.65.192.35 | HIGH | SQL_Injection
[17:28:55] IP:81.203.81.187 | HIGH | SQL_Injection
[17:28:55] IP:161.161.111.140 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:54] IP:156.137.164.113 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:54] IP:193.99.44.167 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:54] IP:99.21.15.72 | HIGH | SQL_Injection
[17:28:55] IP:114.205.27.128 | HIGH | SQL_Injection
[17:28:55] IP:118.70.16.2 | HIGH | SQL_Injection
[17:28:55] IP:95.224.199.194 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:55] IP:87.106.114.57 | CRITICAL | Log4Shell
[17:28:55] IP:31.221.43.36 | CRITICAL | Log4Shell
[17:28:55] IP:11.153.226.45 | CRITICAL | Command_Injection
[17:28:55] IP:148.77.244.52 | HIGH | SQL_Injection
[17:28:59] IP:176.157.112.9 | HIGH | SQL_Injection
[17:28:59] IP:181.79.104.128 | CRITICAL | Command_Injection
[17:28:59] IP:200.13.16.142 | MEDIUM | Brute_Force_Pattern
[17:28:59] IP:114.154.55.236 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:59] IP:47.68.95.163 | CRITICAL | Command_Injection
[17:28:59] IP:55.126.126.184 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:59] IP:114.36.130.85 | CRITICAL | Log4Shell
[17:29:00] IP:48.188.134.32 | HIGH | SQL_Injection
[17:29:00] IP:199.103.86.244 | HIGH | SQL_Injection
[17:29:00] IP:59.246.218.4 | CRITICAL | Command_Injection
[17:29:00] IP:55.31.119.156 | MEDIUM | Brute_Force_Pattern
[17:29:00] IP:120.155.5.63 | MEDIUM | Brute_Force_Pattern
[17:29:00] IP:48.51.106.237 | CRITICAL | Command_Injection
[17:29:00] IP:47.191.111.1 | CRITICAL | Command_Injection
[17:29:00] IP:32.103.191.11 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:01] IP:171.48.214.156 | HIGH | SQL_Injection
[17:29:01] IP:89.155.145.127 | CRITICAL | Command_Injection
[17:29:01] IP:191.180.3.172 | CRITICAL | Command_Injection
[17:29:01] IP:102.138.244.122 | CRITICAL | Command_Injection
[17:29:01] IP:46.86.233.171 | CRITICAL | Log4Shell
[17:29:01] IP:116.139.80.160 | MEDIUM | Brute_Force_Pattern
[17:29:01] IP:183.157.194.82 | HIGH | SQL_Injection
[17:29:01] IP:84.234.78.11 | MEDIUM | Brute_Force_Pattern
[17:29:01] IP:211.179.237.225 | HIGH | XSS_Attack
[17:29:01] IP:104.27.15.107 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:01] IP:109.119.58.219 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:29:01] IP:94.137.137.149 | HIGH | SQL_Injection
[17:29:01] IP:219.187.140.90 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:29:01] IP:171.88.135.224 | CRITICAL | Log4Shell
[17:29:02] IP:42.169.23.59 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:29:02] IP:185.175.105.98 | HIGH | SQL_Injection
[17:29:02] IP:75.184.37.186 | HIGH | SQL_Injection
[17:29:02] IP:28.11.243.192 | CRITICAL | Command_Injection
[17:29:02] IP:43.55.90.207 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:02] IP:122.223.33.97 | HIGH | XSS_Attack
[17:29:02] IP:131.220.97.233 | MEDIUM | Brute_Force_Pattern
[17:29:02] IP:118.179.217.177 | HIGH | XSS_Attack
[17:29:02] IP:35.178.177.186 | HIGH | SQL_Injection
[17:29:02] IP:169.211.23.67 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:02] IP:93.19.102.22 | CRITICAL | Command_Injection
[17:29:02] IP:113.27.153.139 | HIGH | XSS_Attack
[17:29:03] IP:173.125.168.61 | HIGH | SQL_Injection
[17:29:03] IP:98.125.99.168 | CRITICAL | Command_Injection
[17:29:03] IP:159.166.178.208 | HIGH | SQL_Injection
[17:29:03] IP:100.63.96.131 | HIGH | SQL_Injection
[17:29:03] IP:120.231.115.205 | HIGH | XSS_Attack
[17:29:03] IP:75.76.100.76 | CRITICAL | Log4Shell
[17:29:03] IP:100.147.71.189 | HIGH | SQL_Injection
[17:29:03] IP:188.88.19.1 | HIGH | XSS_Attack
[17:29:03] IP:99.80.238.134 | HIGH | SQL_Injection
[17:29:03] IP:217.217.157.195 | HIGH | SQL_Injection
[17:29:03] IP:73.242.227.176 | MEDIUM | Brute_Force_Pattern
[17:29:04] IP:80.248.49.136 | CRITICAL | Command_Injection
[17:29:04] IP:85.198.85.240 | CRITICAL | Log4Shell
[17:29:04] IP:168.37.159.53 | HIGH | SQL_Injection
[17:29:04] IP:181.113.51.233 | HIGH | SQL_Injection
[17:29:04] IP:108.114.181.224 | CRITICAL | Command_Injection
[17:29:04] IP:124.197.98.45 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:29:04] IP:102.176.3.83 | MEDIUM | Brute_Force_Pattern
[17:29:04] IP:86.115.79.20 | HIGH | SQL_Injection
[17:29:04] IP:201.173.176.247 | MEDIUM | Brute_Force_Pattern
[17:29:04] IP:209.72.233.144 | HIGH | SQL_Injection
[17:29:04] IP:191.145.108.37 | CRITICAL | Command_Injection
[17:29:04] IP:72.38.55.225 | HIGH | SQL_Injection
[17:29:04] IP:79.249.221.205 | CRITICAL | Log4Shell
[17:29:04] IP:105.135.91.149 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:04] IP:173.175.63.208 | CRITICAL | Command_Injection
[17:29:04] IP:105.202.43.157 | HIGH | SQL_Injection
[17:29:05] IP:212.83.10.5 | CRITICAL | Command_Injection
[17:29:05] IP:26.201.54.138 | CRITICAL | Command_Injection
[17:29:05] IP:167.135.250.126 | MEDIUM | Brute_Force_Pattern
[17:29:05] IP:22.83.242.37 | CRITICAL | Command_Injection
[17:29:05] IP:180.30.57.64 | HIGH | SQL_Injection
[17:29:05] IP:26.110.99.80 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:29:05] IP:25.27.186.201 | CRITICAL | Command_Injection
[17:29:05] IP:155.231.181.57 | CRITICAL | Log4Shell
[17:29:05] IP:207.189.212.185 | MEDIUM | Brute_Force_Pattern
[17:29:05] IP:48.26.197.131 | HIGH | SQL_Injection
[17:29:06] IP:29.232.21.142 | CRITICAL | Command_Injection
[17:29:06] IP:62.177.27.111 | HIGH | SQL_Injection
[17:29:06] IP:103.173.227.242 | HIGH | SQL_Injection
[17:29:06] IP:53.75.118.110 | HIGH | SQL_Injection
[17:29:06] IP:102.57.69.118 | HIGH | SQL_Injection
[17:29:06] IP:56.163.81.13 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:06] IP:90.250.137.134 | CRITICAL | Command_Injection
[17:29:06] IP:95.189.75.70 | HIGH | SQL_Injection
[17:29:06] IP:131.140.98.190 | HIGH | XSS_Attack
[17:29:06] IP:150.50.65.229 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:06] IP:108.85.179.59 | HIGH | SQL_Injection
[17:29:07] IP:126.131.238.240 | MEDIUM | Brute_Force_Pattern
[17:29:07] IP:61.6.68.109 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:07] IP:73.153.120.67 | CRITICAL | Command_Injection
[17:29:07] IP:97.125.233.52 | MEDIUM | Brute_Force_Pattern
[17:29:07] IP:168.121.98.109 | CRITICAL | Log4Shell
[17:29:07] IP:22.40.50.210 | HIGH | SQL_Injection
[17:29:07] IP:153.119.47.118 | CRITICAL | Log4Shell
[17:29:07] IP:160.215.6.53 | CRITICAL | Command_Injection
[17:29:07] IP:93.138.230.66 | MEDIUM | Brute_Force_Pattern
[17:29:07] IP:86.27.126.248 | HIGH | SQL_Injection
[17:29:07] IP:20.189.45.150 | MEDIUM | Brute_Force_Pattern
[17:29:07] IP:68.143.205.117 | HIGH | SQL_Injection
[17:29:07] IP:76.12.35.99 | HIGH | SQL_Injection
[17:29:08] IP:49.53.226.183 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:29:08] IP:42.222.159.4 | HIGH | SQL_Injection
[17:29:08] IP:115.169.115.69 | CRITICAL | Log4Shell
[17:29:08] IP:29.63.139.164 | HIGH | SQL_Injection
[17:29:08] IP:159.235.69.43 | MEDIUM | Brute_Force_Pattern
[17:29:08] IP:34.199.211.221 | CRITICAL | Log4Shell
[17:29:08] IP:181.16.17.194 | HIGH | SQL_Injection
[17:29:08] IP:187.116.206.46 | MEDIUM | Brute_Force_Pattern
[17:29:08] IP:145.92.231.159 | HIGH | XSS_Attack
[17:29:08] IP:58.81.161.151 | MEDIUM | Brute_Force_Pattern
[17:29:08] IP:104.38.93.72 | CRITICAL | Log4Shell
[17:29:08] IP:176.77.211.237 | HIGH | SQL_Injection
[17:29:08] IP:68.16.80.99 | MEDIUM | Brute_Force_Pattern
[17:29:09] IP:50.7.37.51 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:29:09] IP:206.185.83.228 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:09] IP:148.179.84.13 | CRITICAL | Log4Shell
[17:29:09] IP:186.192.26.148 | MEDIUM | Brute_Force_Pattern
[17:29:09] IP:159.142.111.202 | CRITICAL | Command_Injection
[17:29:09] IP:131.159.244.191 | HIGH | SQL_Injection
[17:29:09] IP:118.23.171.185 | HIGH | XSS_Attack
[17:29:09] IP:44.115.132.196 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:29:09] IP:143.102.228.119 | CRITICAL | Log4Shell
[17:29:09] IP:194.93.151.71 | HIGH | XSS_Attack
[17:29:09] IP:173.92.113.187 | HIGH | XSS_Attack
[17:29:10] IP:166.248.54.21 | HIGH | SQL_Injection
[17:29:10] IP:152.245.83.47 | HIGH | SQL_Injection
[17:29:10] IP:13.3.107.221 | HIGH | SQL_Injection
[17:29:10] IP:198.205.73.48 | CRITICAL | Command_Injection
[17:29:10] IP:219.205.126.109 | HIGH | XSS_Attack
[17:29:10] IP:90.41.11.76 | MEDIUM | Brute_Force_Pattern
[17:29:10] IP:79.202.16.49 | CRITICAL | Command_Injection
[17:29:10] IP:75.132.242.243 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:29:10] IP:59.162.167.12 | HIGH | SQL_Injection
[17:29:10] IP:128.12.103.24 | MEDIUM | Brute_Force_Pattern
[17:29:10] IP:118.73.92.72 | HIGH | SQL_Injection
[17:29:11] IP:119.72.184.2 | CRITICAL | Command_Injection
[17:29:11] IP:110.180.25.202 | HIGH | SQL_Injection
[17:29:11] IP:57.40.116.5 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:11] IP:213.114.56.190 | HIGH | SQL_Injection
[17:29:11] IP:91.192.95.43 | HIGH | SQL_Injection
[17:29:11] IP:189.43.15.113 | HIGH | XSS_Attack
[17:29:11] IP:198.135.211.147 | CRITICAL | Command_Injection
[17:29:11] IP:205.129.18.204 | CRITICAL | Command_Injection
[17:29:11] IP:149.185.193.104 | CRITICAL | Command_Injection
[17:29:11] IP:147.199.149.40 | CRITICAL | Command_Injection
[17:29:12] IP:142.250.103.224 | CRITICAL | Command_Injection
[17:29:12] IP:178.48.213.88 | MEDIUM | Brute_Force_Pattern
[17:29:12] IP:30.37.242.104 | HIGH | SQL_Injection
[17:29:12] IP:98.191.70.82 | MEDIUM | Brute_Force_Pattern
[17:29:12] IP:64.236.140.227 | CRITICAL | Command_Injection
[17:29:12] IP:115.185.170.8 | CRITICAL | Command_Injection
[17:29:12] IP:214.188.195.151 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:29:12] IP:97.155.49.163 | HIGH | SQL_Injection
[17:29:12] IP:43.106.161.225 | CRITICAL | Log4Shell
[17:29:12] IP:154.18.161.244 | MEDIUM | Brute_Force_Pattern
[17:29:12] IP:65.227.196.246 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:13] IP:151.19.182.218 | HIGH | XSS_Attack
[17:29:13] IP:28.152.147.213 | CRITICAL | Log4Shell
[17:29:13] IP:183.11.172.110 | MEDIUM | Brute_Force_Pattern
[17:29:13] IP:108.58.163.96 | CRITICAL | Command_Injection
[17:29:13] IP:137.17.92.124 | CRITICAL | Command_Injection
[17:29:13] IP:77.86.9.239 | HIGH | SQL_Injection
[17:29:13] IP:201.240.135.179 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:29:13] IP:114.236.98.122 | HIGH | SQL_Injection
[17:29:13] IP:115.148.165.100 | HIGH | XSS_Attack
[17:29:13] IP:44.201.32.135 | MEDIUM | Brute_Force_Pattern
[17:29:13] IP:13.80.17.102 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:13] IP:31.22.22.221 | CRITICAL | Command_Injection
[17:29:13] IP:76.45.31.216 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:14] IP:140.139.12.13 | MEDIUM | Brute_Force_Pattern
[17:29:14] IP:218.19.153.224 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:29:14] IP:129.157.67.189 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:14] IP:84.139.189.50 | MEDIUM | Brute_Force_Pattern
[17:29:14] IP:132.7.77.174 | HIGH | SQL_Injection
[17:29:14] IP:186.121.102.9 | HIGH | SQL_Injection
[17:29:14] IP:61.31.160.142 | MEDIUM | Brute_Force_Pattern
[17:29:14] IP:115.60.166.73 | CRITICAL | Log4Shell
[17:29:14] IP:162.138.210.31 | HIGH | SQL_Injection
[17:29:14] IP:38.52.249.110 | CRITICAL | Command_Injection
[17:29:14] IP:43.54.39.152 | HIGH | SQL_Injection
[17:29:15] IP:44.39.178.89 | CRITICAL | Log4Shell
[17:29:15] IP:111.147.150.11 | CRITICAL | Log4Shell
[17:29:15] IP:116.215.145.94 | HIGH | XSS_Attack
[17:29:15] IP:146.43.132.117 | MEDIUM | Brute_Force_Pattern
[17:29:15] IP:84.132.188.233 | HIGH | SQL_Injection
[17:29:15] IP:138.243.55.90 | HIGH | SQL_Injection
[17:29:15] IP:133.186.185.144 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:15] IP:71.115.133.225 | MEDIUM | Brute_Force_Pattern
[17:29:15] IP:159.196.92.30 | MEDIUM | Brute_Force_Pattern
[17:29:15] IP:200.98.39.2 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:16] IP:35.244.226.98 | MEDIUM | Brute_Force_Pattern
[17:29:16] IP:23.8.236.80 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:29:16] IP:152.35.131.22 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:16] IP:49.182.73.209 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:29:16] IP:48.92.241.83 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:16] IP:209.119.173.79 | HIGH | SQL_Injection
[17:29:16] IP:106.7.76.193 | CRITICAL | Command_Injection
[17:29:16] IP:165.212.50.56 | CRITICAL | Command_Injection
[17:29:16] IP:11.129.99.163 | HIGH | SQL_Injection
[17:29:16] IP:32.95.242.156 | MEDIUM | Brute_Force_Pattern
[17:29:16] IP:22.53.100.151 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:29:16] IP:19.2.164.160 | MEDIUM | Brute_Force_Pattern
[17:29:16] IP:167.195.212.51 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:29:17] IP:218.204.184.92 | MEDIUM | Brute_Force_Pattern
[17:29:16] IP:101.51.97.79 | CRITICAL | Command_Injection
[17:29:17] IP:174.237.115.51 | MEDIUM | Brute_Force_Pattern
[17:29:17] IP:190.213.5.26 | HIGH | SQL_Injection
[17:29:17] IP:45.171.74.8 | CRITICAL | Command_Injection
[17:29:17] IP:182.106.58.243 | HIGH | SQL_Injection
[17:29:17] IP:143.222.118.185 | HIGH | SQL_Injection
[17:29:17] IP:144.98.77.168 | HIGH | SQL_Injection
[17:29:17] IP:180.39.109.102 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:17] IP:169.240.60.225 | HIGH | SQL_Injection
[17:29:17] IP:152.141.21.232 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:17] IP:97.35.57.10 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:17] IP:170.219.93.132 | HIGH | SQL_Injection
[17:29:18] IP:88.249.105.172 | CRITICAL | Log4Shell
[17:29:18] IP:40.65.130.32 | HIGH | SQL_Injection
[17:29:18] IP:160.3.226.87 | HIGH | SQL_Injection
[17:29:18] IP:50.202.162.118 | HIGH | SQL_Injection
[17:29:18] IP:166.69.171.207 | CRITICAL | Command_Injection
[17:29:18] IP:21.142.219.1 | CRITICAL | SQL_Injection + XSS_Attack
[17:29:18] IP:94.17.239.233 | HIGH | XSS_Attack
[17:29:18] IP:126.217.96.200 | HIGH | SQL_Injection
[17:29:18] IP:73.35.92.173 | HIGH | XSS_Attack
